claim_id,claim,document_id
000002560002,"Canadian Foreign Minister Chrystia Freeland stated that Canada is ""steadfastly committed"" to free trade in the North American region.",0256
000002560003,Trump considered withdrawing from NAFTA but decided to pursue negotiations instead after discussions with senior officials.,0256
000002570001,Dozens of American academic groups have taken a stance against a Trump administration proposal to toughen scrutiny of some U.S. visa applicants.,0257
000002570002,"More than 50 academic and educational groups across a range of social and physical sciences and representing college admission counselors and advisers said that the changes would cause ""uncertainties and confusion,"" lead to ""unacceptably long delays in processing"" and apply to a ""vague and ill-defined"" class of visa applicants.",0257
000002580001,A bipartisan bill was introduced to prohibit members of the U.S. Congress from ever working as lobbyists after they leave office.,0258
000002580002,Similar legislation prohibiting former members of Congress from lobbying has failed in the past.,0258
000002590001,Representative Mac Thornberry introduced legislation to cut cost overruns at the Pentagon.,0259
000002590002,The current acquisition process at the Department of Defense prohibits rapid purchases of goods at the best prices because it is restricted to using expensive and onerous contracting processes.,0259
000002600001,Former FBI Director Robert Mueller is conducting a criminal investigation into potential obstruction of justice.,0260
000002600002,Deputy Attorney General Rod Rosenstein appointed Robert Mueller as a special counsel.,0260
000002610001,"President Donald Trump stated, ""There's been no collusion between certainly myself and my campaign, but I can always speak for myself, and the Russians. Zero.""",0261
000002610002,"President Donald Trump said, ""I think it divides the country.""",0261
000002620001,Business executives urged lawmakers to pursue a permanent tax reform package that avoids expanding the federal deficit.,0262
000002620002,Emerson Chief Executive David Farr requested a permanent tax rate for at least 10 years.,0262
000002630001,Republican Representative Jason Chaffetz will depart Congress at the end of next month.,0263
000002630002,Jason Chaffetz was first elected to the House of Representatives in 2008.,0263
000002640001,"President Donald Trump believes that the appointment of a special counsel ""hurts our country terribly, because it shows we’re a divided, mixed-up, not-unified country"".",0264
000002650001,President Donald Trump said he was close to selecting a new FBI director.,0265
000002650002,Former senator and Democratic vice presidential candidate Joe Lieberman was among the top candidates for the FBI director position.,0265
000002660001,Representatives Elijah Cummings and Eric Swalwell introduced a bill seeking to establish an independent commission.,0266
000002660002,Representatives Elijah Cummings and Eric Swalwell introduced a bill seeking to establish an independent commission in December 2016 and again in January 2017.,0266
000002660003,The petition would need 23 Republican signatures to succeed.,0266
000002670001,John Brennan will appear before the U.S. House of Representatives Intelligence Committee on May 23.,0267
000002670002,John Brennan will appear before the committee as part of its investigation of Russia and the 2016 U.S. election.,0267
000002680001,Nancy Pelosi stated that a special prosecutor cannot take the place of a truly independent outside commission.,0268
000002680002,"Nancy Pelosi said that if President Trump has nothing to hide, he and Republicans in Congress should welcome independent investigations.",0268
000002690001,Paul Ryan did not believe the appointment of Robert Mueller as special counsel would interfere with congressional probes of Russia and the 2016 U.S. election.,0269
000002690002,Paul Ryan was in a meeting with Deputy Attorney General Rod Rosenstein and congressional leaders on Wednesday night.,0269
000002700001,General Flynn's attorneys have not yet indicated their intentions regarding the Senate Intelligence Committee's subpoena.,0270
000002700002,Burr told reporters earlier on Thursday that Flynn’s lawyers had said he would not honor the subpoena issued in connection with the committee’s investigation into Russia and the 2016 U.S. presidential election.,0270
000002710001,"Rod Rosenstein, Deputy Attorney General, appointed Robert Mueller as special counsel.",0271
000002710002,Robert Mueller was decorated as a Marine Corps officer during the Vietnam War.,0271
000002710003,Robert Mueller was appointed by Republican President George W. Bush and asked by Democratic President Barack Obama to stay on for two more years.,0271
000002720001,"Trump campaign advisers had contacts with Russian officials, including phone calls, emails, and text messages.",0272
000002720002,The number of contacts between Trump aides and Russian officials was considered unusual compared to previous campaigns.,0272
000002720003,"While the identities of many Putin-linked participants remain classified, Kislyak and Medvedchuk are named as having contact with the Trump campaign.",0272
000002730001,The Senate Intelligence Committee is negotiating with Michael Flynn to obtain documents.,0273
000002730002,Michael Flynn's lawyers stated he would not honor a subpoena for documents.,0273
000002740001,"Adel al-Jubeir said Trump's visit will ""bolster the strategic partnership between the two countries"".",0274
000002740002,Saudi Arabia agrees with the US administration’s view in relation to uprooting terrorism.,0274
000002750001,U.S. House of Representatives Speaker Paul Ryan said he was confident lawmakers could get tax reform legislation passed in calendar year 2017.,0275
000002750002,Paul Ryan stated that he thought they were making good progress on the tax reform legislation.,0275
000002760001,The House Intelligence Committee requested more documents from the Department of Justice and the FBI.,0276
000002760002,The House Intelligence Committee is conducting an ongoing probe into alleged Russian interference into the 2016 U.S. election.,0276
000002770001,Mexico's economy ministry welcomed the upcoming renegotiation of NAFTA.,0277
000002770002,"NAFTA had been a boon to Canada, the United States and Mexico.",0277
000002780001,Chuck Schumer believes congressional investigations should continue despite the appointment of a special counsel.,0278
000002780002,Chuck Schumer stated that Congress must continue to do its jobs.,0278
000002790001,Dmitry Peskov declined to comment on the appointment of Robert Mueller as special counsel.,0279
000002790002,Dmitry Peskov considers the appointment of Robert Mueller as special counsel an internal matter for the United States.,0279
000002800001,Trump prioritizes personal relationships in his diplomatic approach.,0280
000002800002,"Trump has a short attention span and prefers single-page memos with visual aids like maps, charts, graphs, and photos.",0280
000002800003,"Trump's first stop on his trip is Saudi Arabia, which could be seen as a gesture towards Muslims.",0280
000002810001,The White House stated that Comey was fired because of his handling of the Clinton email investigation.,0281
000002810002,"There are indications that Comey's firing may be connected to the Russia probe, as a memo he wrote states that Trump asked him to end the FBI investigation into Flynn.",0281
000002810003,"Trump has publicly expressed disapproval of Comey, calling him a ""showboat"" and stating he would have fired him regardless of Rosenstein's recommendation.",0281
000002820001,The Justice Department's decision to name a special prosecutor could ease red-hot partisan tensions in Congress.,0282
000002820002,Senator John Cornyn believes the announcement of a special prosecutor could make it easier for the Senate to confirm President Donald Trump’s replacement of fired FBI Director James Comey.,0282
000002830001,"In June 2016, during a private meeting with fellow lawmakers, House of Representatives Majority Leader Kevin McCarthy stated that Vladimir Putin could be making payments to Donald Trump.",0283
000002840001,Members of the U.S. Congress generally approved of the appointment of former FBI director Robert Mueller as special counsel.,0284
000002840002,Committees in the House and the Senate will continue their own investigations while Mueller leads the Justice Department’s probe.,0284
000002850001,Robert Mueller was 72 years old when he was appointed special counsel.,0285
000002850002,Robert Mueller was the chief of the Justice Department's criminal division before becoming FBI Director.,0285
000002860001,"As of four months into Donald Trump's presidency, only limited progress has been made on passing sweeping tax cuts.",0286
000002860002,The Senate is only in the very early stages of considering an Obamacare rewrite.,0286
000002870001,Vladimir Putin said on Wednesday that U.S. President Donald Trump had not divulged any secrets during a meeting in Washington with Russian officials.,0287
000002870002,"Representative Adam Schiff, the top Democrat on the House Intelligence Committee... called Putin’s offer 'quite amusing.'",0287
000002880001,Comey's firing did not end the FBI's investigation into Moscow's role in the 2016 election.,0288
000002880002,"""Probes underway in the U.S. Congress will also continue.""",0288
000002890001,Milwaukee County Sheriff David Clarke accepted a job as assistant secretary of the U.S. Department of Homeland Security.,0289
000002890002,David Clarke said he would leave his position as sheriff next month.,0289
000002890003,"David Clarke said he would be a liaison with state and local governments, the private sector, and state, local, and tribal law enforcement within the Department of Homeland Security.",0289
000002900001,Donald Trump stated that there was no collusion between his campaign and any foreign entity.,0290
000002900002,The U.S. Justice Department appointed Robert Mueller as special counsel.,0290
000002910001,A bill proposed in Congress would require the U.S. National Security Agency to inform representatives of other government agencies about security holes it finds in software.,0291
000002910002,"Under former President Barack Obama, the government created a similar inter-agency review for security holes, but it was not required by law.",0291
000002910003,The new bill would mandate a review when a government agency discovers a security hole in a computer product and does not want to alert the manufacturer because it hopes to use the flaw to spy on rivals.,0291
000002920001,The online political stock market PredictIt saw record volume in the last two days on contracts focused on whether Donald Trump will be impeached.,0292
000002920002,"On PredictIt, the price of a ""yes"" contract for whether Donald Trump will be impeached in 2017 jumped to a record 33 cents, implying a 33 percent probability.",0292
000002930001,Robert Mueller was named special prosecutor.,0293
000002930002,"The investigation focuses on ""Russian government efforts to influence the 2016 presidential election, and related matters"".",0293
000002940001,"U.S. President Donald Trump will interview Andrew McCabe, Frank Keating, Joe Lieberman, and Richard McFeely for the position of director of the Federal Bureau of Investigation.",0294
000002940002,The position of director of the Federal Bureau of Investigation was left vacant after Donald Trump fired James Comey.,0294
000002950001,The White House is set to unveil President Donald Trump’s first full budget for the 2018 fiscal year on Tuesday.,0295
000002950002,"The White House had released what is known as a ""skinny budget"" in March,  Trump’s first crack at a summary of his spending wishes for discretionary programs for the year that begins Sept. 30.",0295
000002960001,U.S. industry groups want a speedier permit process and simpler environmental rules from Trump's promised regulatory overhaul.,0296
000002960002,"The EPA’s regulatory reform office received remarks from more than 65,000 people and groups.",0296
000002970001,The U.S. industry groups recommend modifying the U.S. Clean Air Act's Greenhouse Gas Reporting rule to create incentives for carbon capture and storage technology.,0297
000002970002,U.S. industry groups recommend eliminating redundant stack testing currently required under parts of the U.S. Clean Air Act.,0297
000002980001,Supporters believe the bill will make regulators more accountable to lawmakers and provide greater understanding of how rules affect the economy.,0298
000002980002,Critics say the Regulatory Accountability Act creates so many new requirements that it would paralyze regulators working to establish even the most basic rules and standards. They also say it makes cutting industry and banks’ costs a higher priority than protecting public health and safety.,0298
000002990001,Arrests of suspected illegal immigrants rose by nearly 40 percent in the first 100 days of Donald Trump's presidency.,0299
000002990002,"Between January 22 and the end of April, ICE made 41,318 arrests.",0299
000003000001,An article on a State Department website in April about Mar-a-Lago was eventually withdrawn.,0300
000003000002,A Twitter account for the State Department’s Office of Global Women’s Issues retweeted a post by Ivanka Trump in which she promoted her new book.,0300
000003010001,The Senate Judiciary Committee asked the FBI for memos related to former FBI Director James Comey's dealings with his superiors in the Trump and Obama administrations.,0301
000003010002,"The Senate Judiciary Committee also asked the White House for records of interactions with Comey, including those relating to the FBI's investigation of alleged ties between President Trump’s associates and Russia, or the Clinton email investigation, including all audio recordings, transcripts, notes, summaries, or memoranda.",0301
000003020001,<OUTPUT>The group of Republican governors recommends maintaining the Affordable Care Act's Medicaid expansion while allowing other states to expand and capping federal spending on certain populations through block grants or per capita caps.</OUTPUT>,0302
000003020002,"<OUTPUT>Senator Rob Portman wrote in an op-ed that he and other senators tasked with writing a healthcare bill have continued to engage with governors, many of whom share concerns about Medicaid but want more flexibility.</OUTPUT>",0302
000003030001,"U.S. President Donald Trump said he would use his upcoming trip to Saudi Arabia to challenge the leaders of Muslim countries to ""fight hatred and extremism"" while pursuing a peaceful future for their faith.",0303
000003040001,Donald Trump asked James Comey to end the FBI's investigation.,0304
000003040002,The FBI's investigation was about the ties between Michael Flynn and Russia.,0304
000003050001,The U.S. Senate Intelligence Committee asked James Comey to appear before the panel.,0305
000003050002,The Senate Intelligence Committee asked Andrew McCabe to send any notes or memos prepared by James Comey.,0305
000003060001,Paul Ryan stated that he wants to hear from James Comey.,0306
000003060002,"When asked, Paul Ryan stated that he has confidence in Donald Trump.",0306
000003070001,Theresa May said that the British government has confidence in its relationship with the United States.,0307
000003070002,Britain will continue to share intelligence with the United States.,0307
000003070003,"""Decisions about what President Trump discusses with anybody that he has in the White House is a matter for President Trump,"" said Theresa May.",0307
000003080001,U.S. President Donald Trump shared classified information with Russia about a potential airline plot by Islamic State.,0308
000003080002,The compromised source could be either a human intelligence asset or well-placed signal intelligence.,0308
000003090001,Washington Governor Jay Inslee signed a bill on Tuesday that paves the way for the state to create what is believed to be the first system in the US to certify marijuana as organic.,0309
000003090002,Republican Senator Ann Rivers said marijuana certified as organically grown is likely to be on sale in Washington in about a year and a half.,0309
000003090003,Washington was the second state to begin legal recreational pot sales in mid-2014.,0309
