query_id,mode,query,expected_answer,model_answer,correct_substring,llm_score
1,score,Who was the FBI chief who testified in the Russia probe?,James Comey,"Former FBI Director James Comey was the FBI chief who testified in the Russia probe. He testified before the Senate Intelligence Committee as part of its investigation into alleged Russian interference in the U.S. presidential election, specifically regarding his interactions with President Trump and Attorney General Sessions.",1,0.0
2,score,When did Trump dismay allies by abandoning the climate pact?,"May 31, 2017","President Donald Trump announced his decision to withdraw the United States from the Paris Climate Accord on Thursday, as per document ID:0001 titled ""Trump dismays, angers allies by abandoning global climate pact"". The news was conveyed through phone calls made to German Chancellor Angela Merkel, French President Emmanuel Macron, Canadian Prime Minister Justin Trudeau and British Premier on the same day as per document ID:0009.",0,1.0
3,score,What did MIT say about Trump's understanding of their climate research?,Trump badly misunderstood their research,Massachusetts Institute of Technology officials stated that President Donald Trump misunderstood their research when he referenced it to justify his decision to withdraw from the Paris climate agreement.,0,0.0
4,score,What specific action did Trump take regarding the Paris climate agreement?,Withdrew from the agreement,"President Donald Trump decided to withdraw the United States from the landmark global agreement known as the Paris Climate Agreement, which was initially agreed upon in December 2015. This decision followed an internal debate within his team. The news of this action has met with various reactions globally.",0,1.0
5,score,What was James Comey's role before being fired?,FBI Director,"James Comey served as the Director of the Federal Bureau of Investigation (FBI) before his dismissal by President Trump. The controversy around him arose from his handling of various investigations, which eventually led to his termination in 2017. This information is based on multiple documents including Doc ID: 0413 and Doc ID: 0414 retrieved for this query.",0,0.9
6,score,How did European leaders respond to Trump's NATO meeting?,Expressed disappointment over Article 5 stance,"European Union officials did not conceal lingering differences with U.S. President Donald Trump after his talks at the NATO summit in Brussels, despite assurances given by him on security matters. However, European leaders appeared to be supportive of NATO's collective defense clause as per a senior White House official's remarks.",0,0.85
7,score,What was the main point of disagreement between Trump and Merkel?,NATO spending and trade deficit,"The primary disagreement between President Donald Trump and Chancellor Angela Merkel revolved around Germany's trade and spending policies, which Trump publicly criticized in a tweet as ""very bad"". This criticism intensified an existing row between the two allies.",0,0.0
8,score,What happened to Michael Flynn regarding the Russia investigation?,"Declined Senate subpoena, resigned as national security adviser","Based on the retrieved documents, Former White House national security adviser Michael Flynn faced several developments concerning the Russia investigation. He initially declined to comply with a subpoena from the Senate Intelligence Committee which was investigating possible ties between Trump's campaign and Russia (Doc ID: 0193). However, he later informed the committee that he would begin turning over some documents they had subpoenaed (Doc ID: 0067). Despite this, negotiations were still ongoing with Flynn for obtaining other documents related to the investigation (Doc ID: 0273). Finally, there was also concern about a possible blackmail situation involving Russia and Michael Flynn while he held his position as Trump's national security adviser (Doc ID: 0429).",0,0.0
9,score,What was the response of world leaders to Trump's Paris agreement decision?,Called it deeply disappointing,"World leaders, Democratic members of Congress and others deplored U.S. President Donald Trump’s decision on Thursday to pull out of the Paris climate accord, as per Doc ID: 0007. They expressed their disappointment in his action which went against global efforts towards environmental sustainability.",0,1.0
10,score,What did Trump say about Comey to Russian officials?,Called him a nut job and crazy,"Based on Document ID 0238 from The New York Times, President Donald Trump told Russian officials at the White House that firing FBI Director James Comey relieved ""great pressure"" he was facing due to an ongoing probe into his campaign's ties with Russia.",0,0.6
11,score,What were Kushner's reported contacts with Russia?,Three undisclosed contacts with Russian ambassador,"Based on the provided documents, President Trump’s son-in-law, Jared Kushner, had several undisclosed interactions with Russian officials prior to his tenure as an adviser in the White House. These included at least three previously unknown contacts with the Russian ambassador to the United States and efforts to establish a secret channel of communication with Russia before President Trump took office. Furthermore, it was reported that FBI scrutinized Kushner amidst investigations into alleged Russian influence on the 2016 U.S. presidential election.",0,0.95
12,score,How many U.S. jobs would the Paris deal affect according to Trump?,Millions of jobs,"The given documents do not specify how many U.S. jobs the Paris climate accord would impact as per President Donald Trump's statement or viewpoint. The documents discuss internal debates, misunderstandings of research, criticism from world leaders, and potential legal grey zones but do not provide a specific number regarding job impact in the United States.",0,0.5
13,score,What was the reaction of Goldman Sachs CEO to Paris withdrawal?,Called it a setback for environment,Goldman Sachs Group Inc Chief Executive Officer Lloyd Blankfein criticized the United States' decision to withdraw from the Paris climate deal in his first message on Twitter Inc since joining.,0,0.85
14,score,What did Macron say to Trump about the Paris accord?,Said Paris accord cannot be renegotiated,"According to the documents, President Emmanuel Macron of France told U.S. President Donald Trump that the Paris climate deal could not be renegotiated. He made it clear during their conversation that he would continue working with Washington but also emphasized his stance on the non-negotiability of the accord.",0,1.0
15,score,When did Flynn decline the Senate subpoena?,"May 22, 2017","Former White House national security adviser Michael Flynn declined the Senate subpoena on Monday, as mentioned in the document titled ""Flynn declines Senate subpoena in Russia probe"" (Doc ID: 0193).",0,0.85
16,score,What was the size of the arms deal with Saudi Arabia?,$110 billion,"The documents do not specify the exact size or value of the arms deal between the U.S. and Saudi Arabia. However, they indicate that it involves a significant sale of weapons, including precision-guided munitions for Saudi Arabia. The details regarding the specific figures involved in the deal are not provided within these documents.",0,0.5
17,score,How did Turkey respond to US after the Washington street brawl?,Summoned US ambassador,"Turkey responded to the incident in the United States by summoning the U.S ambassador to protest the treatment of Turkish security officials during President Tayyip Erdogan's recent visit. This action was taken after a violent response from Turkish security forces at a street protest in Washington, which drew criticism and condemnation from senior U.S lawmakers who called for the House of Representatives to formally condemn Turkey's actions.",0,1.0
18,score,What did Putin say about election interference?,Russians might have acted independently,"According to the retrieved documents, former CIA Director John Brennan warned Moscow over election hacking in the summer of last year (Doc ID: 0123). There is no direct quote from Putin about his thoughts or actions regarding election interference within these specific documents. However, it can be inferred that Russian President Vladimir Putin believes Comey's dismissal will not impact U.S.-Russia relations as per Doc ID: 0400.",0,0.0
19,score,What were the terms of U.S. commitment in Paris agreement?,26-28% emissions reduction by 2025,"Based on the provided documents, it is not explicitly clear what the specific terms of U.S. commitment in the Paris Agreement were. However, we can infer that as part of their participation, the United States intended to move ""in the right direction"" regarding climate change (as stated by former President Obama). The decision to withdraw from the agreement was considered a 'major disappointment' and described as a mistake with fatal consequences (by U.N. representatives and Paris mayor) indicating that the commitments in place were seen as significant for global efforts to reduce greenhouse gas emissions.",0,0.4
20,score,How much would EPA budget be cut under Trump's proposal?,31 percent reduction,"The exact amount of proposed EPA budget cuts is not specified in the given documents. However, it is indicated that President Donald Trump’s administration plans deep cuts to state environmental programs. For more precise information regarding the specific reduction in the EPA's budget under Trump's proposal, additional documentation would be required.",0,0.0
21,score,What did McMaster say about Trump's NATO stance?,President supports Article 5,"According to various statements made by U.S. National Security Adviser H.R. McMaster, President Donald Trump supports NATO's mutual defense doctrine (Article 5). This is evident from his remarks at a meeting in Brussels and other instances where he emphasized the importance of defending Europe. Furthermore, despite not explicitly mentioning Article 5 during their discussions, there was no question about President Trump backing NATO's collective defense principle.
",0,1.0
22,score,When was Comey scheduled to testify before Senate?,June 8,"Former FBI Director James Comey was scheduled to testify before the U.S. Senate on June 8, as per the information in Doc ID: 0399 titled ""Comey invited to testify at U.S. Senate next week"". Additionally, he had agreed to appear for a public session with the Senate panel on an unspecified date according to Doc ID: 0225. There is also a mention of him testifying on Thursday in the document titled ""Ex-FBI chief Comey to testify next week in Russia probe"" (Doc ID: 0000).",1,1.0
23,score,What was China's stance after U.S. left Paris agreement?,Committed to continue implementation,"Based on the provided documents, there is no specific information about China's stance after the United States withdrew from the Paris Agreement. The documents focus primarily on reactions from world leaders, Democratic members of Congress, former President Barack Obama, and others who deplored or condemned U.S. President Donald Trump's decision to withdraw. To provide a comprehensive answer about China's stance, additional resources would be needed.",0,0.0
24,score,How did Rex Tillerson respond to Manchester intelligence leaks?,US takes full responsibility,"Rex Tillerson expressed disapproval over the Manchester intelligence leaks, as evidenced by multiple sources in the retrieved documents. In Doc ID: 0132, it is mentioned that the U.S. government condemned media leaks of an investigation into a suicide bombing in Manchester and vowed to take action against those responsible. Similarly, in Doc ID: 0102, Tillerson stated that the United States took full responsibility for the leaks of British police investigation details on the Manchester bombing. In response to this situation, President Trump even promised to bring anyone caught leaking U.S. intelligence to justice as per Doc ID: 0131.",0,0.95
25,score,What happened to Kathy Griffin after Trump photo controversy?,CNN terminated her contract,"After the controversy surrounding the photos of her holding a bloodied mask resembling President Trump's decapitated head, several consequences befell Kathy Griffin:

1. She received direct criticism from President Trump himself via Twitter. He expressed that she should be ashamed for upsetting his son and others with the photo. (Doc ID: 0549)

2. Her relationship with CNN suffered greatly, as they fired her from hosting their New Year's Eve program in response to the controversy. This came after substantial pressure on the network. (Doc IDs: 0043 and 0545)

These actions were taken due to the graphic nature of Griffin's photo, which was deemed offensive by many people.",0,0.8
26,score,What did Vatican officials say about Paris agreement withdrawal?,Called it a disaster for everyone,"Vatican officials expressed their disappointment regarding the U.S. withdrawal from the Paris climate change deal, viewing it as a ""slap in the face"" and a disaster for everyone involved. Pope Francis had been particularly supportive of the agreement, emphasizing its importance during his papacy.",0,0.95
27,score,How many Americans were being held in North Korea?,Four Americans,"Based on the given documents, there is no specific information regarding the number of Americans currently being detained in North Korea. The documents primarily discuss legislation related to travel bans, sanctions against North Korea, and incidents involving individuals attempting unauthorized activities while abroad or within U.S. airlines but do not provide details on American detainees.",0,0.5
28,score,What did Trump tell Middle East leaders about Iran?,Must stop funding terrorists and militias,"Based on the given documents, President Donald Trump urged Arab and Islamic leaders to unite against terrorism and encouraged them to 'drive out' extremists. He also expressed concerns that shared apprehension about Iran was bringing Israel and many Arab states closer together. Furthermore, he insisted that Iran must cease its financial and military support for ""terrorists and militias"" immediately.",0,1.0
29,score,What changes did Trump propose to Medicaid?,$800 billion in cuts,"Based on the document ID: 0221, President Donald Trump's budget proposal included cuts to Medicaid and proposed changes to other assistance programs for low-income citizens. However, specific details of these changes are not mentioned in this particular document.",0,0.75
30,score,How did Merkel describe the Paris climate accord?,Called it essential,"German Chancellor Angela Merkel described the Paris climate accord as an ""essential"" pact, according to the document with Doc ID: 0027.",0,1.0
31,score,What was Trump's response to North Korea missile tests?,All options are on table,"Based on the information from Doc ID: 0532 and Doc ID: 0686, President Trump has expressed his willingness to meet with North Korean leader Kim Jong Un under the right circumstances but also stated that many conditions need to be met before such a meeting could take place. Meanwhile, North Korea conducted a new mid-to-long range missile test aimed at verifying its capability to carry a large scale heavy nuclear warhead.",0,0.7
32,score,What did James Comey document about Trump meetings?,Trump asked to end Flynn investigation,"James Comey documented being uneasy during a planned dinner with President Donald Trump, according to former Director of National Intelligence James Clapper. He also plans to confirm reports that President Trump pressured him to drop an investigation into Michael Flynn. Moreover, he is scheduled to testify before a Senate panel regarding Russia's alleged interference in the 2016 U.S. election and will provide memos related to his dealings with former superiors under both the Trump and Obama administrations.",0,0.4
33,score,What did Turkish President Erdogan's bodyguards do in DC?,Attacked protesters,"Turkish security officials were involved in a street protest incident in Washington during a visit by President Tayyip Erdogan, as mentioned in Document ID: 0147 titled ""Senior U.S. lawmakers call to condemn Turkey after Washington street brawl."" The treatment of these Turkish security officials during the incident led to diplomatic tensions between Turkey and the United States, prompting Turkey to summon its ambassador in protest (Document ID: 0202).",0,1.0
34,score,How many votes were needed to pass healthcare reform?,50 votes plus Vice President,"Based on the given documents, there isn't an exact number mentioned for how many votes were needed to pass the healthcare reform. However, it is clear that gathering enough support was challenging as President Trump struggled to win over moderate Republicans and the head of the U.S. House Freedom Caucus stated that they still lacked the necessary votes (Doc ID: 0498 & Doc ID: 0511).",0,0.0
35,score,What happened to Trump's travel ban in court?,Fourth Circuit Court blocked it,"The U.S. appeals court repeatedly refused to reinstate President Donald Trump's temporary travel ban, citing it as discriminatory towards Muslim-majority nations. The case was intensely debated in various courts, with judges pressing hard questions about potential discrimination and the extent of presidential powers over immigration. Despite efforts from U.S. Justice Department lawyers to defend the travel ban, multiple federal court rulings have blocked it. As a result, the case may soon head towards a Supreme Court showdown, particularly as the court's conservative majority is taken into consideration.",0,0.0
36,score,What did former CIA chief Brennan say about Russia?,Saw evidence warranting investigation,"Former CIA Director John Brennan expressed concern over contacts between associates of Donald Trump's presidential campaign and Russia during the 2016 U.S. election, as stated in Doc ID: 0157. He also mentioned that it became clear last summer that Russia was attempting to interfere in the U.S. presidential election, which he warned Moscow about according to Doc ID: 0123.",0,0.9
37,score,How much was the U.S. trade deficit with Germany?,Massive deficit according to Trump,"The documents provided do not specify the exact amount of the U.S. trade deficit with Germany. However, they mention that there is an intention to lower the U.S. trade deficit with Israel during President Trump's visit and discussions between U.S. and German officials regarding their relations and policies.",0,0.25
38,score,What did Trump say about NATO members' spending?,Not paying fair share,"According to multiple sources, President Donald Trump has expressed dissatisfaction with NATO allies for not spending enough on defense. He emphasized that they owe 'massive' sums and urged them to contribute their fair share towards financing of NATO operations. His comments were direct and stern, reflecting his commitment to ensuring the alliance is properly funded.",0,0.9
39,score,What changes were proposed to food stamp program?,$200 billion reduction,"According to the documents, there was no specific proposal mentioned for changes in the food stamp program under President Trump's budget. However, one document does mention that ""we love what welfare to work is coming back after Obama stripped it out of requirements to receive benefits,"" suggesting a possible shift towards requiring beneficiaries to engage in some form of work or activity as a condition for receiving food stamp benefits.",0,0.25
40,score,What was the response to Kushner's back-channel proposal?,Raised serious concerns,"The documents mention two different responses regarding Jared Kushner's reported attempt to establish a secret communication channel with Russia before President Trump took office:

1) Former U.S. National Security Advisor McMaster did not express concern over these reports (as per Doc ID: 0086).

2) President Donald Trump dismissed the news media's coverage of Kushner's actions as ""fake news"" and attacked leaks from White House following the reports about his son-in-law trying to set up a secret channel with Russia (as per Doc ID: 0084).",0,0.5
41,score,How many FBI agents did Comey say Trump requested?,Loyalty pledge request documented,"Based on the provided documents, there is no specific information about how many FBI agents Comey said President Trump requested. The documents mention that former FBI Director James Comey had sought additional funding and personnel for the agency's probe into alleged Russian interference in the 2016 presidential election, but they do not specify a number of FBI agents.",0,0.4
42,score,What happened at Trump's meeting with Pope Francis?,Discussed climate change and peace,"At their first meeting, Pope Francis urged U.S. President Donald Trump to be a peacemaker after they had exchanged sharp words in the previous year. In response, Trump assured that he would adhere to this suggestion by making peace efforts during his presidency.",0,0.85
43,score,What did Palestinian leaders say about Trump's visit?,Hoped for useful meeting,"Based on the provided documents, it is not explicitly mentioned what the Palestinian leaders said about Trump's visit. However, President Donald Trump hosted Palestinian President Mahmoud Abbas during his presidency, suggesting some level of engagement and dialogue between them. Additionally, a senior aide stated that during his Middle East trip, Trump expressed support for Palestinian 'self-determination,' which might indicate the Palestinian leaders' reception to Trump's visit as positive or at least worthwhile.",0,0.5
44,score,How many countries signed the Paris climate agreement?,195 nations,"The number of countries that signed the Paris Climate Agreement is not specified in the given documents. However, it's noted that both Germany (with Chancellor Angela Merkel) and France strongly supported the agreement. The European Commission sought new alliances after U.S.'s withdrawal, indicating international support for the accord. For an exact count of countries that signed the Paris Climate Agreement, additional information or documents would be required.",0,0.2
45,score,What was the U.S. contribution to NATO before Trump?,22% of budget,"Based on the given documents, there is no specific information about the exact contribution of the United States to NATO prior to President Donald Trump's term. However, it can be inferred that as part of its commitment to collective defense under Article 5, the U.S. has been an active participant in supporting and aiding other member nations when required.",0,0.2
46,score,What did Saudi Arabia say about Qatar?,Disputed Qatar claims,"The documents provided do not contain information regarding Saudi Arabia's stance or comments about Qatar. The documents focus mainly on U.S. President Donald Trump's visit to Gulf states, with particular emphasis on Saudi Arabia and its strategic partnership with the United States.",0,0.4
47,score,How many missiles did North Korea test?,Multiple tests in 2017,The provided documents do not specify the exact number of missile tests conducted by North Korea. The only information related to this is that they have successfully conducted a newly developed mid-to-long range missile test.,0,0.6
48,score,What was Trump's stance on China currency manipulation?,No longer calling China currency manipulator,"Based on the given documents, there is no specific information regarding President Donald Trump's stance on China currency manipulation. The provided documents discuss topics such as trade-offs with U.S. jobs for help on North Korea from China, investment reviews and business dealings of President Trump or his family with foreign entities, consideration to break up big banks, and the firm line taken by Trump's nominee for ambassador to China on various issues including North Korea and South China Sea disputes. However, none of these documents provide insight into Trump's viewpoint on currency manipulation by China.
",0,0.0
49,score,What did Sessions say about Russian meetings?,Did not recall specific conversations,"The provided documents do not contain any information regarding what ""Sessions"" said about Russian meetings. Please refer to other reliable sources for this particular query.",0,0.6
50,score,How many executive orders did Trump sign in first 100 days?,More than 30,"Based on the given documents, we do not have precise information about how many executive orders President Trump signed during his first 100 days. We only know from Document ID: 0370 that he signed an order to upgrade government cyber defenses. More details or additional documents would be needed for a complete answer.",0,0.4
51,score,What did Ivanka Trump say about Paris agreement?,Remained silent publicly,The given documents do not contain any information regarding Ivanka Trump's views or comments about the Paris climate accord.,0,0.5
52,score,How many jobs would be lost due to EPA cuts?,"5,263 jobs","Based on Document ID: 0005, it's clear that the U.S. Environmental Protection Agency plans to offer some employees a buyout program as part of their budget cut strategy during President Donald Trump's administration. However, this document does not provide specific numbers on how many jobs would be lost due to these EPA cuts.",0,0.3
53,score,What was GOP response to healthcare bill analysis?,Expressed serious concerns,"Based on the provided documents, it is clear that Republicans (GOP) in the U.S. House of Representatives were actively engaged in crafting a bill to overhaul the Affordable Care Act or Obamacare. They faced internal discord for months before reaching an approval stage where they made changes and threw their support behind the healthcare plan. This indicates that GOP responded positively after making necessary modifications, even though initially there were disagreements within the party regarding the healthcare bill analysis.",0,0.65
54,score,What did Trump say about Middle East peace?,Harder than expected,"Based on the retrieved documents, President Donald Trump has expressed optimism for achieving peace in the Middle East multiple times. Specifically, he spoke of a ""rare opportunity"" for peace after his trip to Saudi Arabia (Doc ID: 0211) and vowed to broker peace between Israel and Palestine whenever necessary (Doc ID: 0480). Furthermore, during his visit to Israel, he hoped the occasion would serve as a historic milestone in achieving regional peace (Doc ID: 0212), and has shown readiness to personally invest efforts into Middle East peace if Israeli and Palestinian leaders are ready for direct negotiations (Doc ID: 0213). Additionally, Trump also noted that shared concern about Iran was bringing Israel and many Arab states closer together in their pursuit of regional stability (Doc ID: 0200).",0,0.85
55,score,How much would State Department budget be cut?,29% reduction,"Based on the available documents, it is not explicitly mentioned how much the State Department budget would be cut in President Trump's budget proposal. However, there are indications of significant reductions as his administration proposes converting some foreign military grants to loans and slashing funding for diplomacy, among other measures.",0,0.5
56,score,What did NSA director say about Trump request?,Never felt pressured,"According to the document ""Doc ID: 0179"", U.S. Director of National Intelligence Dan Coats declined to comment when asked if President Donald Trump had ever requested him to help deny any collusion between his campaign team and Russia.",0,0.8
57,score,What was the voter turnout in Iranian election?,73% turnout,"The provided documents do not contain information about the voter turnout in an Iranian election. Please check other sources for this information.
",0,0.25
58,score,How did Wall Street react to Comey firing?,Markets dropped briefly,"The provided documents do not contain information regarding how Wall Street reacted to the firing of FBI Director Comey. The texts focus primarily on political reactions, controversies surrounding his handling of investigations, and opinions from former FBI agents. For a detailed understanding of Wall Street's response, additional sources would be required.",0,0.5
59,score,What did U.N. say about Syria chemical attack?,Confirmed chemical weapons use,"The given documents do not specifically mention what the United Nations said about a particular chemical attack in Syria. However, related to this topic is Document ID: 0401 which states that during his meeting with Russia's foreign minister Sergei Lavrov, President Donald Trump urged Russia to ""rein in"" Syrian President Bashar al-Assad.",0,0.25
60,score,What was Israel's response to arms deal with Saudis?,Expressed muted concern,"Israel expressed muted concern over the major U.S.-Saudi arms deal announced during President Trump's visit, as indicated in Document ID: 0215. This reaction came amidst discussions about bolstering security and trade ties between Saudi Arabia and the United States.",1,0.9
61,score,How many refugees did Trump want to admit?,"50,000 maximum","Based on the provided documents, it is not explicitly clear how many refugees President Trump wanted to admit. However, there are references to tightening immigration policies and an executive action signed for construction of a U.S.-Mexico border wall as part of efforts to control illegal immigration (Doc ID: 0797). It also mentions Congress agreeing to fund additional detention beds despite a drop in border crossings (Doc ID: 0529), which could potentially include refugees, although the document does not specify this. Thus, based on these documents alone, we cannot determine an exact number of refugees President Trump wanted to admit.",0,0.0
62,score,What did Mattis say about NATO commitment?,Fully committed,"The given documents do not mention anything specifically from Secretary Mattis regarding NATO's commitments. Therefore, an answer cannot be derived from these particular documents. You might want to look for other sources or documents that include statements made by Mattis about NATO's commitment.",0,0.25
63,score,What was turnout at Trump's inauguration?,Lower than Obama's,"Based on the given documents, there isn't specific information available about the turnout for President Trump's inauguration. The provided documents discuss public approval ratings of his presidency (Doc ID:0230), protests during his first visit to New York after taking office (Doc IDs: 0463 and 0515), how much time he spends in the White House compared to predecessors (Doc ID: 0474), and highlights from one of his commencement speeches (Doc ID: 0688). For information about the inauguration turnout, additional documents or sources would be required.",0,0.5
64,score,How did South Korea react to THAAD deployment?,Supported deployment,The provided documents do not contain information regarding how South Korea reacted to the THAAD (Terminal High Altitude Area Defense) deployment. Further research would be required to accurately respond to this query.,0,0.25
65,score,What did Flynn say about immunity?,Sought immunity,"Based on the given documents, there is no specific information available regarding what Michael Flynn said about his potential or actual request for immunity in relation to any investigations into his activities while serving as President Trump's National Security Adviser. The documents focus primarily on concerns that Flynn had been compromised and potentially vulnerable to blackmail by Russia, not on whether he sought legal protection through an offer of immunity.",0,0.4
66,score,How many countries were in travel ban?,Six countries,"According to Document ID: 0326, Trump's initial travel ban affected seven countries. This is confirmed by Document ID: 105 which mentions that there was about a 50% decline in visas issued for citizens of these seven nations compared to the previous period.",0,0.6
67,score,What was Deutsche Bank's role in Trump investigation?,Asked for Trump records,"Deutsche Bank was asked to provide information regarding any accounts connected to President Donald Trump, specifically if these had ties to Rupert Murdoch's News Corp. This request came from Democrats on the U.S. House of Representatives panel as part of their investigation into possible Russia-Trump connections.",0,1.0
68,score,How did Canada respond to lumber tariffs?,Called tariffs unfair,"Based on the provided documents, there is no specific information available about how Canada responded to lumber tariffs. The documents discuss various aspects of trade policy under the Trump administration, including the confirmation of Robert Lighthizer as U.S. Trade Representative, upcoming NAFTA renegotiations, and differing views on a potential border tax among U.S. companies. However, they do not directly address Canada's response to lumber tariffs.",0,0.3
69,score,What did Yates testify about Flynn?,Warned about compromise,"Former Acting U.S. Attorney General Sally Yates warned the White House that then-National Security Adviser Michael Flynn had been compromised, according to her testimony before Congress. This warning was given in January. The concerns raised suggested potential risks associated with Russia, including possible blackmail.",0,0.95
70,score,What was Trump's tax plan outline?,15% corporate tax rate,"According to the documents retrieved, President Donald Trump's proposed budget for fiscal year 2018 included key points about his tax reform plans. However, it is not explicitly detailed in the given excerpts from the documents which are part of a larger collection found through reputable news sources such as Reuters and Bloomberg News. Therefore, to gain more comprehensive insight into Trump's 2018 budget proposal and his tax plan outline, you may need to refer directly to the original sources or official documentation on the topic.",0,0.4
71,score,How many Trump tweets mentioned Russia investigation?,More than 100,"Based on the provided documents, it is not possible to determine how many times President Donald Trump has tweeted about the Russia investigation as these documents are news articles rather than direct excerpts from his tweets or Twitter account.",0,0.7
72,score,What did British PM say about Manchester leaks?,Unacceptable leaks,"British Prime Minister Theresa May stated that despite recent disclosures by Trump, her government maintains confidence in its relationship with the United States. She further confirmed that they will continue to share intelligence with Britain. This was mentioned after an incident involving Manchester leaks.",0,0.75
73,score,What was voter fraud commission's purpose?,Investigate voter fraud claims,"The voter fraud commission, created by President Trump in 2017, was established to investigate voter fraud and suppression. This action followed the President's unsubstantiated claims of widespeard voter fraud. The intention behind this move could be seen as an effort to validate these assertions or take necessary measures against such activities if they are found true.",0,0.0
74,score,How did Mexico respond to wall payment?,Refused to pay,"Based on the available documents, President Donald Trump initially requested $1.6 billion from Congress for the construction of a border wall with Mexico. However, there is no direct document mentioning how Mexico responded to this payment request for the wall. One can infer from Doc ID: 0277 that while Mexico was not specifically mentioned in relation to the wall funding, it did welcome NAFTA renegotiations and anticipated constructive talks with the U.S. government under President Trump's administration. This could potentially imply a willingness for dialogue on various issues including border security.",0,0.4
75,score,What did Susan Rice say about unmasking?,Denies improper unmasking,"Susan Rice announced that she would not testify before the Senate regarding Russian hacking, which is related to her role in unmasking individuals during Obama's administration. The exact details of what Susan Rice said about unmasking are not provided in these documents. However, one document mentions a subpoena being issued for her and former CIA Director John Brennan as part of an investigation into the unmaskings (Doc ID: 0544).",0,0.0
76,score,How many Syrian refugees were admitted?,Less than previous year,"Based on the provided documents, there is no specific information available regarding the number of Syrian refugees that were admitted. The documents discuss topics such as funding for detention beds for illegal immigrants, approval of over 75,000 refugees by a group, consideration to let more than 50,000 Haitian victims stay in the United States, extra visas granted under a U.S. government funding deal, and Germany replacing residents with migrants for housing. However, none of these documents mention Syrian refugees specifically or provide data on their admission numbers.",0,0.7
77,score,What did Spicer say about Hitler comparison?,Apologized for comparison,"The provided documents do not contain information regarding Sean Spicer's comments or opinions related to any comparisons with Adolf Hitler. To accurquire that specific information, please refer to more relevant sources.",0,0.5
78,score,How did China respond to North Korea sanctions?,Called for dialogue,"Based on the given documents, there is no specific information about how China has directly responded to the North Korea sanctions imposed by the U.S. However, one document (Doc ID: 0514) suggests that Trump's nominee for ambassador to Beijing believes that China can do more in terms of exerting pressure on North Korea to curb its nuclear program.",0,0.3
79,score,What was Trump's response to Syria strike?,Ordered missile strike,"According to the information in Document ID: 0401, President Donald Trump urged Russia to ""rein in"" Syrian President Bashar al-Assad during a meeting with Russian Foreign Minister Sergei Lavrov. This was after the U.S. air strikes against Assad's forces in April.",0,0.65
80,score,How many staff members left White House?,Multiple resignations,"Based on the provided documents, two staff members from President Trump's administration have left the White House - his communications director and his chief of staff. The first document mentions the departure of the communications director (Doc ID: 0066), while the second one talks about Reince Priebus, who is the chief of staff, returning to Washington after a stop in Saudi Arabia during Trump's foreign trip (Doc IDs: 0218 and 0628).",0,0.0
81,score,What did Tillerson say about climate change?,Takes no position,"The documents do not contain specific information about what Secretary of State Rex Tillerson said about climate change. However, he does mention an ""America First"" agenda in relation to foreign policy which may have implications for how the United States approaches international issues like climate change.",0,0.6
82,score,How many countries supported Paris agreement?,195 countries,"Based on Document ID:0027, it is mentioned that German Chancellor Angela Merkel stated she was pleased that many other governments took the same view as her regarding the Paris climate accord. However, the exact number of countries supporting the Paris Agreement isn't specified in these documents.",0,0.4
83,score,What was Paul Ryan's healthcare stance?,Support with changes,"According to the retrieved documents, U.S. House Speaker Paul Ryan urged health insurance companies to ""stick it out"" in the Obamacare marketplace despite stability concerns (Doc ID: 0153). Additionally, he did not provide a specific timing for when lawmakers would vote on the Republican plan to undo former President Barack Obama's healthcare law (Doc ID: 0512).",0,0.8
84,score,How did Iran respond to Trump's speech?,Called it hostile,"Iranian Foreign Minister Mohammad Javad Zarif criticized U.S. President Donald Trump for sealing an arms deal and other investments worth hundreds of billions of dollars, as per document ID: 0217.",0,0.6
85,score,What was unemployment rate under Trump?,4.4 percent,The provided documents do not contain specific information about the unemployment rate under President Trump's administration.,0,0.3
86,score,How did EU respond to steel tariffs?,Threatened retaliation,"The given documents do not contain specific information about how the European Union (EU) responded to steel tariffs imposed by the United States. However, it is mentioned that there are lingering differences between EU officials and US President Donald Trump over various issues including trade. It might be inferred from this context that such disagreements could extend to the response on steel tariffs. To get a detailed answer about the EU's specific reaction to steel tariffs, further documents or sources would need to be consulted.",0,0.5
87,score,What did Manafort disclose about foreign work?,Retroactively registered,"Based on the information from Document ID: 0143, which states ""Manafort disclosed little of his foreign work,"" it is clear that former Trump campaign manager Manafort did not reveal much about his international dealings. The specific details or nature of this work were not provided in the document.",0,0.0
88,score,How many times did Trump visit Mar-a-Lago?,Seven visits,"Based on the information from the provided documents, there is no specific mention of how many times President Donald Trump visited Mar-a-Lago during his first year in office or any other time period. Therefore, we cannot accur cuately respond to this query with the given set of documents.",0,0.0
89,score,What did Nunes say about surveillance?,Stepped aside from probe,"Based on the available documents, there is no specific information regarding what Devin Nunes said about surveillance. The documents mention testimony from FBI Director Comey, statements by the Director of National Intelligence Dan Coats, comments from Judge Napolitano and a report about a House Intelligence Committee hearing. However, none of these directly address any statement made by Rep. Nunes on the subject of surveill
ance.",0,0.4
90,score,How much would border wall cost?,$21.6 billion estimate,"According to Document ID: 0174, President Donald Trump is requesting $1.6 billion from Congress for the initial construction of a wall along the Mexico-U.S. border. However, this amount falls short of what is needed for a project that has been sharply criticized by many.",0,0.4
